circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Karnataka Circle,North Karnataka Region,Vijayapura Division,Hosur BO,586113,BO,Delivery,VIJAYAPURA,KARNATAKA,16.418008,75.437987
Karnataka Circle,North Karnataka Region,Bagalkot Division,Siddapur B.O,587117,BO,Delivery,BAGALKOT,KARNATAKA,16.346368,75.6219858
Karnataka Circle,North Karnataka Region,Bagalkot Division,Yadahalli B.O,587117,BO,Delivery,BAGALKOT,KARNATAKA,16.346368,75.6219858
Karnataka Circle,North Karnataka Region,Bagalkot Division,Bantanur B.O,587122,BO,Delivery,BAGALKOT,KARNATAKA,16.333258,75.286692
Karnataka Circle,North Karnataka Region,Bagalkot Division,Mareguddi B.O,587121,BO,Delivery,BAGALKOT,KARNATAKA,16.4512,75.362
Karnataka Circle,North Karnataka Region,Bagalkot Division,Chikkur B.O,587122,BO,Delivery,BAGALKOT,KARNATAKA,16.333257,75.286693
Karnataka Circle,North Karnataka Region,Bagalkot Division,Dadnatti B.O,587122,BO,Delivery,BAGALKOT,KARNATAKA,16.333257,75.286693
Karnataka Circle,North Karnataka Region,Bagalkot Division,Dhavaleshwar B.O,587312,BO,Delivery,BAGALKOT,KARNATAKA,16.5043269,75.2917442
Karnataka Circle,North Karnataka Region,Bagalkot Division,Kesargoppa B.O,587312,BO,Delivery,BAGALKOT,KARNATAKA,16.33326,75.28669
Karnataka Circle,North Karnataka Region,Bagalkot Division,Chichakandi  K.D. B.O,587313,BO,Delivery,BAGALKOT,KARNATAKA,16.333256,75.286694
Karnataka Circle,North Karnataka Region,Bagalkot Division,Gulgal Jambgi B.O,587313,BO,Delivery,BAGALKOT,KARNATAKA,16.333256,75.286694
Karnataka Circle,North Karnataka Region,Bagalkot Division,Mirji B.O,587313,BO,Delivery,BAGALKOT,KARNATAKA,16.333256,75.286694
Karnataka Circle,North Karnataka Region,Bagalkot Division,Uttur B.O,587313,BO,Delivery,BAGALKOT,KARNATAKA,16.333256,75.286694
Karnataka Circle,North Karnataka Region,Bagalkot Division,Adihudi B.O,587330,BO,Delivery,BAGALKOT,KARNATAKA,16.5043269,75.2917442
Karnataka Circle,North Karnataka Region,Bagalkot Division,Kajibilgi B.O,587330,BO,Delivery,BAGALKOT,KARNATAKA,16.5043269,75.2917442
Karnataka Circle,North Karnataka Region,Bagalkot Division,Halingali B.O,587315,BO,Delivery,BAGALKOT,KARNATAKA,16.5043289,75.2917422
Karnataka Circle,North Karnataka Region,Belagavi Division,Chachadi B.O,591102,BO,Delivery,BELAGAVI,KARNATAKA,15.92,74.86
Karnataka Circle,North Karnataka Region,Belagavi Division,Inchal B.O,591102,BO,Delivery,BELAGAVI,KARNATAKA,15.87,74.84
Karnataka Circle,North Karnataka Region,Belagavi Division,Nagnur B.O,591102,BO,Delivery,BELAGAVI,KARNATAKA,15.84,74.78
Karnataka Circle,North Karnataka Region,Belagavi Division,Yardal B.O,591102,BO,Delivery,BELAGAVI,KARNATAKA,15.78,74.8
Karnataka Circle,North Karnataka Region,Belagavi Division,Budihal B.O,591104,BO,Delivery,BELAGAVI,KARNATAKA,15.75,74.93
Karnataka Circle,North Karnataka Region,Belagavi Division,Buranaki B.O,591106,BO,Delivery,BELAGAVI,KARNATAKA,15.49,74.69
Karnataka Circle,North Karnataka Region,Belagavi Division,Bhendigeri B.O,591109,BO,Delivery,BELAGAVI,KARNATAKA,15.74,74.63
Karnataka Circle,North Karnataka Region,Belagavi Division,Goddikurvinkoppa B.O,591109,BO,Delivery,BELAGAVI,KARNATAKA,15.76,74.7
Karnataka Circle,North Karnataka Region,Belagavi Division,Yakkundi B.O,591111,BO,Delivery,BELAGAVI,KARNATAKA,15.86,75.02
Karnataka Circle,North Karnataka Region,Belagavi Division,Sri Kshetra Sogal B.O,591111,BO,Delivery,BELAGAVI,KARNATAKA,15.86,74.97
Karnataka Circle,North Karnataka Region,Belagavi Division,Hoolikatti (KTR) B.O,591112,BO,Delivery,BELAGAVI,KARNATAKA,15.66,74.75
Karnataka Circle,North Karnataka Region,Belagavi Division,Hirenandihalli B.O,591115,BO,Delivery,BELAGAVI,KARNATAKA,15.66,74.82
Karnataka Circle,North Karnataka Region,Belagavi Division,Kittur Channamma School B.O,591115,BO,Delivery,BELAGAVI,KARNATAKA,15.65,74.82
Karnataka Circle,North Karnataka Region,Belagavi Division,Kittur Somwarpeth B.O,591115,BO,Non Delivery,BELAGAVI,KARNATAKA,15.6,74.59
Karnataka Circle,North Karnataka Region,Belagavi Division,Kulvalli B.O,591115,BO,Delivery,BELAGAVI,KARNATAKA,15.57,74.6
Karnataka Circle,North Karnataka Region,Belagavi Division,Bailur B.O,591115,BO,Delivery,BELAGAVI,KARNATAKA,15.57,74.72
Karnataka Circle,North Karnataka Region,Belagavi Division,Dastikop B.O,591153,BO,Delivery,BELAGAVI,KARNATAKA,15.7,74.71
Karnataka Circle,North Karnataka Region,Belagavi Division,Holehosur B.O,591118,BO,Delivery,BELAGAVI,KARNATAKA,15.74,74.74
Karnataka Circle,North Karnataka Region,Belagavi Division,Nugganatti B.O,591119,BO,Delivery,BELAGAVI,KARNATAKA,15.94,74.98
Karnataka Circle,North Karnataka Region,Belagavi Division,Tadsalur B.O,591119,BO,Delivery,BELAGAVI,KARNATAKA,15.94,74.91
Karnataka Circle,North Karnataka Region,Belagavi Division,Sri Kshetra Kengeri B.O,591119,BO,Delivery,BELAGAVI,KARNATAKA,15.9,74.93
Karnataka Circle,North Karnataka Region,Belagavi Division,Madanbhavi B.O,591121,BO,Delivery,BELAGAVI,KARNATAKA,15.89,74.79
Karnataka Circle,North Karnataka Region,Belagavi Division,Murkibhavi B.O,591121,BO,Delivery,BELAGAVI,KARNATAKA,15.87,74.79
Karnataka Circle,North Karnataka Region,Belagavi Division,Mutwad B.O,591121,BO,Delivery,BELAGAVI,KARNATAKA,15.88,74.82
Karnataka Circle,North Karnataka Region,Belagavi Division,Badas Khalsa B.O,591131,BO,Delivery,BELAGAVI,KARNATAKA,15.71,74.62
Karnataka Circle,North Karnataka Region,Belagavi Division,Devalatti B.O,591131,BO,Delivery,BELAGAVI,KARNATAKA,15.68,74.59
Karnataka Circle,North Karnataka Region,Belagavi Division,Bhavihal B.O,591125,BO,Delivery,BELAGAVI,KARNATAKA,15.82,74.75
Karnataka Circle,North Karnataka Region,Belagavi Division,Marikatti B.O,591125,BO,Delivery,BELAGAVI,KARNATAKA,15.82,74.67
Karnataka Circle,North Karnataka Region,Belagavi Division,Navalgatti B.O,591125,BO,Delivery,BELAGAVI,KARNATAKA,15.81,74.7
Karnataka Circle,North Karnataka Region,Belagavi Division,Dhamne B.O,590005,BO,Delivery,BELAGAVI,KARNATAKA,15.8,74.54
Karnataka Circle,North Karnataka Region,Belagavi Division,Sulge ( Yellur) B.O,590005,BO,Delivery,BELAGAVI,KARNATAKA,15.77,74.52
Karnataka Circle,North Karnataka Region,Belagavi Division,Kangrali BK B.O,590010,BO,Delivery,BELAGAVI,KARNATAKA,15.91,74.52
Karnataka Circle,North Karnataka Region,Belagavi Division,Muchandi B.O,590015,BO,Delivery,BELAGAVI,KARNATAKA,15.9,74.58
Karnataka Circle,North Karnataka Region,Belagavi Division,Ambewadi B.O,591108,BO,Delivery,BELAGAVI,KARNATAKA,15.89,74.47
Karnataka Circle,North Karnataka Region,Belagavi Division,Sulage B.O,591108,BO,Delivery,BELAGAVI,KARNATAKA,15.87,74.45
Karnataka Circle,North Karnataka Region,Belagavi Division,Idalahonda B.O,591302,BO,Delivery,BELAGAVI,KARNATAKA,15.7,74.52
Karnataka Circle,North Karnataka Region,Belagavi Division,Lokali B.O,591302,BO,Delivery,BELAGAVI,KARNATAKA,15.66,74.57
Karnataka Circle,North Karnataka Region,Belagavi Division,Manturge B.O,591302,BO,Delivery,BELAGAVI,KARNATAKA,15.61,74.48
Karnataka Circle,North Karnataka Region,Belagavi Division,Nerse B.O,591302,BO,Delivery,BELAGAVI,KARNATAKA,15.61,74.43
Karnataka Circle,North Karnataka Region,Belagavi Division,Bekwad B.O,591120,BO,Delivery,BELAGAVI,KARNATAKA,15.59,74.61
Karnataka Circle,North Karnataka Region,Belagavi Division,Karalga B.O,591120,BO,Delivery,BELAGAVI,KARNATAKA,15.62,74.56
Karnataka Circle,North Karnataka Region,Belagavi Division,Kapoli B.O,591120,BO,Delivery,BELAGAVI,KARNATAKA,15.5,74.54
Karnataka Circle,North Karnataka Region,Belagavi Division,Bastwad B.O,590020,BO,Delivery,BELAGAVI,KARNATAKA,15.81,74.57
Karnataka Circle,North Karnataka Region,Belagavi Division,Tarihal B.O,590020,BO,Delivery,BELAGAVI,KARNATAKA,15.82,74.6
Karnataka Circle,North Karnataka Region,Belagavi Division,Turamari B.O,591128,BO,Delivery,BELAGAVI,KARNATAKA,15.88,74.46
Karnataka Circle,North Karnataka Region,Belagavi Division,Majagaon B.O,590008,BO,Delivery,BELAGAVI,KARNATAKA,15.81,74.5
Karnataka Circle,North Karnataka Region,Belagavi Division,Bailur B.O,590018,BO,Delivery,BELAGAVI,KARNATAKA,15.74,74.36
Karnataka Circle,North Karnataka Region,Belagavi Division,Channapur B.O,591123,BO,Delivery,BELAGAVI,KARNATAKA,15.56,74.3
Karnataka Circle,North Karnataka Region,Belagavi Division,Mudenur B.O,591123,BO,Delivery,BELAGAVI,KARNATAKA,15.99,75.34
Karnataka Circle,North Karnataka Region,Belagavi Division,Oblapur B.O,591123,BO,Delivery,BELAGAVI,KARNATAKA,16.02,75.31
Karnataka Circle,North Karnataka Region,Belagavi Division,Salapur B.O,591123,BO,Delivery,BELAGAVI,KARNATAKA,16.1,75.3
Karnataka Circle,North Karnataka Region,Belagavi Division,Sunnal B.O,591123,BO,Delivery,BELAGAVI,KARNATAKA,15.97,75.26
Karnataka Circle,North Karnataka Region,Belagavi Division,Aratgal B.O,591117,BO,Delivery,BELAGAVI,KARNATAKA,15.91,75.17
Karnataka Circle,North Karnataka Region,Belagavi Division,Madlur B.O,591117,BO,Delivery,BELAGAVI,KARNATAKA,15.89,75.05
Karnataka Circle,North Karnataka Region,Belagavi Division,Shindogi B.O,591117,BO,Delivery,BELAGAVI,KARNATAKA,15.86,75.13
Karnataka Circle,North Karnataka Region,Belagavi Division,Tallur B.O,591117,BO,Delivery,BELAGAVI,KARNATAKA,15.91,75.02
Karnataka Circle,North Karnataka Region,Belagavi Division,Tegghal B.O,591117,BO,Delivery,BELAGAVI,KARNATAKA,15.88,75.13
Karnataka Circle,North Karnataka Region,Belagavi Division,M D SITE BO,591126,BO,Delivery,BELAGAVI,KARNATAKA,15.82,75.11
Karnataka Circle,North Karnataka Region,Belagavi Division,Hoolikatti B.O,591126,BO,Delivery,BELAGAVI,KARNATAKA,15.82,75.22
Karnataka Circle,North Karnataka Region,Belagavi Division,Karikatti B.O,591126,BO,Delivery,BELAGAVI,KARNATAKA,15.73,75.02
Karnataka Circle,North Karnataka Region,Belagavi Division,Sangreshkop B.O,591126,BO,Delivery,BELAGAVI,KARNATAKA,15.66,75.02
Karnataka Circle,North Karnataka Region,Belagavi Division,Sutagatti (SDT) B.O,591126,BO,Delivery,BELAGAVI,KARNATAKA,15.74,74.98
Karnataka Circle,North Karnataka Region,Belagavi Division,Lakhanayakankoppa BO,591126,BO,Delivery,BELAGAVI,KARNATAKA,15.88,75.33
Karnataka Circle,North Karnataka Region,Belagavi Division,Kittur (SDT) B.O,591127,BO,Delivery,BELAGAVI,KARNATAKA,15.85,75.35
Karnataka Circle,North Karnataka Region,Belagavi Division,Akkisagar B.O,591129,BO,Delivery,BELAGAVI,KARNATAKA,16.12,75
Karnataka Circle,North Karnataka Region,Belagavi Division,Shivapur B.O,591129,BO,Delivery,BELAGAVI,KARNATAKA,16.02,74.96
Karnataka Circle,North Karnataka Region,Ballari Division,Bandihatti B.O,583102,BO,Delivery,BALLARI,KARNATAKA,15.1336581,76.8888313
Karnataka Circle,North Karnataka Region,Ballari Division,Ibrahimpura B.O,583102,BO,Delivery,BALLARI,KARNATAKA,15.0845341,76.9774831
Karnataka Circle,North Karnataka Region,Ballari Division,M S Kota B.O,583102,BO,Delivery,BALLARI,KARNATAKA,15.0589566,76.9102026
Karnataka Circle,North Karnataka Region,Ballari Division,Asundi B.O,583103,BO,Delivery,BALLARI,KARNATAKA,15.1115815,77.0345712
Karnataka Circle,North Karnataka Region,Ballari Division,Jalibenchi B.O,583103,BO,Delivery,BALLARI,KARNATAKA,15.2434591,76.9711219
Karnataka Circle,North Karnataka Region,Ballari Division,Shastri Nagar B.O,583103,BO,Non Delivery,BALLARI,KARNATAKA,15.1553646,76.9223379
Karnataka Circle,North Karnataka Region,Ballari Division,Chaganur B.O,583111,BO,Delivery,BALLARI,KARNATAKA,15.1737967,77.0428656
Karnataka Circle,North Karnataka Region,Ballari Division,Subbarayanahalli B.O,583112,BO,Delivery,BALLARI,KARNATAKA,15.0088584,76.5556609
Karnataka Circle,North Karnataka Region,Ballari Division,Hulikunta B.O,583130,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7631622,76.5314171
Karnataka Circle,North Karnataka Region,Ballari Division,Chickbellary B.O,583114,BO,Delivery,BALLARI,KARNATAKA,15.766258,76.9627787
Karnataka Circle,North Karnataka Region,Ballari Division,Kottalachinta B.O,583114,BO,Delivery,BALLARI,KARNATAKA,15.7256171,77.0148351
Karnataka Circle,North Karnataka Region,Ballari Division,Anthapura B.O,583152,BO,Delivery,BALLARI,KARNATAKA,15.109314,76.7138661
Karnataka Circle,North Karnataka Region,Ballari Division,Metriki B.O,583152,BO,Delivery,BALLARI,KARNATAKA,15.0376825,76.7529092
Karnataka Circle,North Karnataka Region,Ballari Division,Siddammanahalli B.O,583115,BO,Delivery,BALLARI,KARNATAKA,15.2695275,76.7875175
Karnataka Circle,North Karnataka Region,Ballari Division,Yelubenchi B.O,583115,BO,Delivery,BALLARI,KARNATAKA,15.2541252,76.7313349
Karnataka Circle,North Karnataka Region,Ballari Division,D Kaggal B.O,583155,BO,Delivery,BALLARI,KARNATAKA,15.327886,76.9550096
Karnataka Circle,North Karnataka Region,Ballari Division,Genikihal B.O,583116,BO,Delivery,BALLARI,KARNATAKA,15.3763267,76.8383121
Karnataka Circle,North Karnataka Region,Ballari Division,Vaddatti B.O,583116,BO,Delivery,BALLARI,KARNATAKA,15.300589,76.8554698
Karnataka Circle,North Karnataka Region,Ballari Division,Bennikallu B.O,583117,BO,Delivery,BALLARI,KARNATAKA,15.2884611,77.059986
Karnataka Circle,North Karnataka Region,Ballari Division,Moka Gonehal B.O,583117,BO,Delivery,BALLARI,KARNATAKA,15.2686556,77.1242947
Karnataka Circle,North Karnataka Region,Ballari Division,Bhujanganagar B.O,583119,BO,Delivery,BALLARI,KARNATAKA,14.9135214,76.5173893
Karnataka Circle,North Karnataka Region,Ballari Division,Dawlatpur B.O,583119,BO,Delivery,BALLARI,KARNATAKA,15.1043053,76.536114
Karnataka Circle,North Karnataka Region,Ballari Division,Bhairapura B.O,583154,BO,Delivery,BALLARI,KARNATAKA,15.4530092,76.9145674
Karnataka Circle,North Karnataka Region,Ballari Division,Buduguppa B.O,583154,BO,Delivery,BALLARI,KARNATAKA,15.479292,76.935498
Karnataka Circle,North Karnataka Region,Ballari Division,Byloor B.O,583120,BO,Delivery,BALLARI,KARNATAKA,15.3414401,76.9136447
Karnataka Circle,North Karnataka Region,Ballari Division,Bagewadi B.O,583121,BO,Delivery,BALLARI,KARNATAKA,15.6908688,76.913758
Karnataka Circle,North Karnataka Region,Ballari Division,Kuruvalli B.O,583121,BO,Delivery,BALLARI,KARNATAKA,15.6718875,76.9710658
Karnataka Circle,North Karnataka Region,Ballari Division,Herkal B.O,583122,BO,Delivery,BALLARI,KARNATAKA,15.577127,76.843266
Karnataka Circle,North Karnataka Region,Ballari Division,Uppara Hosahalli B.O,583122,BO,Delivery,BALLARI,KARNATAKA,15.536822,76.9306148
Karnataka Circle,North Karnataka Region,Ballari Division,Kurekuppa B.O,583123,BO,Delivery,BALLARI,KARNATAKA,15.2184588,76.6479559
Karnataka Circle,North Karnataka Region,Ballari Division,Anajigere B.O,583125,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.5870324,76.08493
Karnataka Circle,North Karnataka Region,Ballari Division,Pothalakatta B.O,583125,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.5372527,76.0025779
Karnataka Circle,North Karnataka Region,Ballari Division,Ramagatta B.O,583125,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.540011,76.1118142
Karnataka Circle,North Karnataka Region,Ballari Division,Sattur B.O,583125,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.5793537,75.9620826
Karnataka Circle,North Karnataka Region,Ballari Division,Tavadur B.O,583125,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.6436838,76.0352318
Karnataka Circle,North Karnataka Region,Ballari Division,Aladahalli B.O,583127,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7504514,76.1722895
Karnataka Circle,North Karnataka Region,Ballari Division,Bennihalli B.O,583127,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7934419,76.1147293
Karnataka Circle,North Karnataka Region,Ballari Division,Harakabhavi B.O,583126,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7227445,76.4180259
Karnataka Circle,North Karnataka Region,Ballari Division,Jummobanahalli B.O,583126,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.6574274,76.5295736
Karnataka Circle,North Karnataka Region,Ballari Division,M B Ayyanahalli B.O,583126,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7283557,76.4550297
Karnataka Circle,North Karnataka Region,Ballari Division,Sovenahalli B.O,583128,BO,Delivery,BALLARI,KARNATAKA,14.9197256,76.4929723
Karnataka Circle,North Karnataka Region,Ballari Division,Tyagadahal B.O,583128,BO,Delivery,BALLARI,KARNATAKA,14.9566169,76.5316939
Karnataka Circle,North Karnataka Region,Ballari Division,Hampadevanahalli B.O,583129,BO,Delivery,BALLARI,KARNATAKA,15.3277021,76.6771621
Karnataka Circle,North Karnataka Region,Ballari Division,Srirama Rangapura B.O,583129,BO,Delivery,BALLARI,KARNATAKA,15.3018349,76.7164403
Karnataka Circle,North Karnataka Region,Ballari Division,Bennikallu B.O,583212,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9625676,76.2533838
Karnataka Circle,North Karnataka Region,Ballari Division,Marebbihal B.O,583212,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.1338427,76.2751419
Karnataka Circle,North Karnataka Region,Ballari Division,Pinjaraheggadehal B.O,583212,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.1025253,76.2440068
Karnataka Circle,North Karnataka Region,Ballari Division,Ittigudi B.O,583213,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7301819,75.8535495
Karnataka Circle,North Karnataka Region,Ballari Division,Tavaragundi B.O,583213,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.699358,75.7492009
Karnataka Circle,North Karnataka Region,Ballari Division,G Kodihalli B.O,583214,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.1080721,76.0929018
Karnataka Circle,North Karnataka Region,Ballari Division,Gaddikere B.O,583214,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.0615626,76.0938996
Karnataka Circle,North Karnataka Region,Ballari Division,Hiremallanakere B.O,583214,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.0833958,75.9786612
Karnataka Circle,North Karnataka Region,Ballari Division,Kondanayakanahalli B.O,583239,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.2828556,76.4195842
Karnataka Circle,North Karnataka Region,Ballari Division,Goverahalli B.O,583131,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.8189738,75.932267
Karnataka Circle,North Karnataka Region,Ballari Division,Harakanahalu B.O,583131,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.8471155,75.8466187
Karnataka Circle,North Karnataka Region,Ballari Division,Makarabbi B.O,583216,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9360737,75.7305858
Karnataka Circle,North Karnataka Region,Ballari Division,Hudem B.O,583218,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.6289759,76.5801627
Karnataka Circle,North Karnataka Region,Ballari Division,Katriki Halli B.O,583218,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.6006196,76.5709251
Karnataka Circle,North Karnataka Region,Ballari Division,Kenchamallanahalli B.O,583218,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.5776277,76.4834529
Karnataka Circle,North Karnataka Region,Ballari Division,Kallahalli Rajapura B.O,583203,BO,Delivery,NA,NA,15.2625709,76.3839167
Karnataka Circle,North Karnataka Region,Ballari Division,Holagundi B.O,583219,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.0361549,76.0052866
Karnataka Circle,North Karnataka Region,Ballari Division,Kombli B.O,583219,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.0938546,75.8991141
Karnataka Circle,North Karnataka Region,Ballari Division,Nagatibasapura B.O,583219,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9452924,75.935517
Karnataka Circle,North Karnataka Region,Ballari Division,Nandi Halli B.O,583219,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9888836,75.9951371
Karnataka Circle,North Karnataka Region,Ballari Division,Sogi B.O,583219,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9674985,75.9966824
Karnataka Circle,North Karnataka Region,Ballari Division,Thippapura B.O,583219,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.0078174,75.9131369
Karnataka Circle,North Karnataka Region,Ballari Division,Varakanahalli B.O,583219,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.945322,76.0093424
Karnataka Circle,North Karnataka Region,Ballari Division,Alabur B.O,583220,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.899322,76.149601
Karnataka Circle,North Karnataka Region,Ballari Division,Venkatapura B.O,583221,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.3305687,76.5151716
Karnataka Circle,North Karnataka Region,Ballari Division,Muddapura B.O,583132,BO,Delivery,BALLARI,KARNATAKA,15.3880754,76.5914527
Karnataka Circle,North Karnataka Region,Ballari Division,Doopadahalli B.O,583134,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.8987118,76.2275842
Karnataka Circle,North Karnataka Region,Ballari Division,Amaradevaragudda B.O,583135,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9079638,76.4184479
Karnataka Circle,North Karnataka Region,Ballari Division,Chowdapura B.O,583135,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.8178201,76.386079
Karnataka Circle,North Karnataka Region,Ballari Division,Geddalagatta B.O,583135,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9242502,76.5315406
Karnataka Circle,North Karnataka Region,Ballari Division,Kakkuppi B.O,583135,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.8659782,76.4461552
Karnataka Circle,North Karnataka Region,Ballari Division,Moraba B.O,583135,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9242894,76.5315997
Karnataka Circle,North Karnataka Region,Ballari Division,Shivapura B.O,583135,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.9563793,76.3645624
Karnataka Circle,North Karnataka Region,Ballari Division,Dananayakanakere B.O,583222,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.1298645,76.3644776
Karnataka Circle,North Karnataka Region,Ballari Division,Kalapura B.O,583136,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7414627,76.2643456
Karnataka Circle,North Karnataka Region,Ballari Division,Mangapura B.O,583136,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7072592,76.3320017
Karnataka Circle,North Karnataka Region,Ballari Division,Dharmasagara B.O,583223,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.2337554,76.5619223
Karnataka Circle,North Karnataka Region,Ballari Division,Alagilawada B.O,583137,BO,Delivery,VIJAYNAGAR,KARNATAKA,15.2551374,76.4253153
Karnataka Circle,North Karnataka Region,Ballari Division,Machihalli B.O,583137,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.7114475,75.9219627
Karnataka Circle,North Karnataka Region,Ballari Division,Ragimasalawada B.O,583137,BO,Delivery,VIJAYNAGAR,KARNATAKA,14.6071418,75.9077899
Karnataka Circle,North Karnataka Region,Bidar Division,Badalgaon B.O,585326,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Chintaki B.O,585326,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,SASTAPUR BANGLA DBO,585327,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Dhannura(K) B.O,585327,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Muchlam B.O,585327,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Narayanpur B.O,585327,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Partapur B.O,585327,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Ambesangvi B.O,585328,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Khatak Chincholli B.O,585446,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Morambi B.O,585446,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Madkatti B.O,585411,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Chambol B.O,585402,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Markhal B.O,585402,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Yernalli B.O,585402,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Mailoor B.O,585403,BO,Non Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Sindol B.O,585447,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Walkhindi B.O,585412,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Mugnoor B.O,585418,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Sultanbad B.O,585418,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Janthi B.O,585413,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Talwada (K) B.O,585413,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Mehkar B.O,585416,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Saigaon B.O,585416,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Dhannura (R) B.O,585330,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Hulsoor Khed B.O,585417,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Madnoor B.O,585417,BO,Delivery,BIDAR,KARNATAKA,NA,NA
